id,separation_type,cease_date,dete_start_date,position,region,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,maternity/family,relocation,study/travel,ill_health,traumatic_incident,none_of_the_above,gender,age,aboriginal,south_sea,disability,nesb,institute_service,dissatisfaction,institute
189,Other,2012,2006.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,Experienced,False,DETE
190,Resignation,2012,2006.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,41-45,True,False,False,False,Experienced,True,DETE
191,Retirement,2012,1971.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
192,Other,2012,1995.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
193,Resignation,2012,1995.0,Teacher Aide,Far North Queensland,Permanent Full-time,False,False,True,False,False,False,False,True,False,Female,46-50,False,False,False,False,Veteran,False,DETE
194,Retirement,2012,2001.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,31-35,False,False,False,False,Veteran,False,DETE
195,Retirement,2013,1963.0,Teacher,Not Stated,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
196,Resignation,2012,1989.0,Technical Officer,North Coast,Permanent Full-time,True,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,False,DETE
198,Resignation,2012,2005.0,Public Servant,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,Established,True,DETE
199,Retirement,2012,1984.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,Veteran,False,DETE
200,Retirement,2012,2003.0,Cleaner,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Established,False,DETE
201,Retirement,2012,1993.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
202,Retirement,2012,1991.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
203,Retirement,2012,2003.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,True,True,False,Female,46-50,False,False,False,False,Established,True,DETE
204,Other,2012,1974.0,Other,South East,Permanent Full-time,False,False,False,False,False,False,False,True,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
205,Resignation,2012,2008.0,Public Servant,Central Office,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,21-25,False,False,False,False,Experienced,False,DETE
206,Resignation,2012,2006.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,Experienced,True,DETE
207,Termination,2012,1970.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
209,Retirement,2012,1993.0,Teacher Aide,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
210,Retirement,2012,1996.0,Teacher,Central Office,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
211,Resignation,2012,2007.0,Professional Officer,North Coast,Permanent Part-time,False,False,False,False,True,False,False,False,False,Female,51-55,False,False,False,False,Experienced,False,DETE
212,Retirement,2012,1986.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
213,Resignation,2012,1986.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
215,Resignation,2012,1999.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
216,Termination,2012,1987.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
217,Retirement,2013,1979.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
218,Retirement,2013,1995.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,True,Veteran,False,DETE
219,Retirement,2012,1999.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
220,Retirement,2012,1999.0,Teacher,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
221,Retirement,2012,2007.0,Cleaner,Central Office,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,Experienced,False,DETE
222,Retirement,2012,1977.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
223,Contract Expired,2012,2011.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,New,False,DETE
224,Resignation,2012,1996.0,Teacher,Metropolitan,Permanent Full-time,False,False,True,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
225,Resignation,2012,2009.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,Experienced,True,DETE
226,Retirement,2012,1997.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
227,Contract Expired,2012,2010.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,New,False,DETE
228,Retirement,2012,1992.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,46-50,False,False,False,False,Veteran,True,DETE
229,Resignation,2012,1994.0,Cleaner,South East,Permanent Part-time,False,False,False,True,True,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
230,Retirement,2012,2008.0,Teacher,Darling Downs South West,Temporary Part-time,False,False,False,True,False,False,False,False,False,Female,56-60,False,False,False,False,Experienced,True,DETE
231,Retirement,2012,1995.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
232,Retirement,2012,1970.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,True,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
233,Other,2012,1979.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,Veteran,False,DETE
234,Retirement,2012,1985.0,Public Servant,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
235,Retirement,2012,2000.0,Cleaner,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
236,Resignation,2012,2009.0,Technical Officer,Central Queensland,Permanent Full-time,False,False,False,False,True,True,False,False,False,Female,21-25,False,False,False,False,Experienced,False,DETE
237,Retirement,2012,1979.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
238,Retirement,2012,1994.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
239,Retirement,2012,1976.0,Public Servant,North Coast,Permanent Part-time,False,True,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
240,Retirement,2012,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
241,Retirement,2013,1970.0,School Principal,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
242,Retirement,2012,1993.0,Schools Officer,South East,Permanent Full-time,False,False,False,False,False,False,True,False,False,Male,56-60,False,False,True,False,Veteran,False,DETE
243,Retirement,2013,1980.0,Public Servant,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
244,Retirement,2012,1981.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
245,Retirement,2012,1967.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
246,Retirement,2012,1990.0,Public Servant,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
247,Retirement,2012,1975.0,Public Servant,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,True,Veteran,True,DETE
248,Resignation,2013,2007.0,"School Based Professional Staff (Therapist, nurse, etc)",South East,Permanent Full-time,False,False,False,False,True,True,False,False,False,Female,26-30,False,False,False,False,Experienced,False,DETE
249,Resignation,2012,2011.0,Teacher,Far North Queensland,Temporary Full-time,False,False,False,False,True,False,False,False,False,Male,31-35,False,False,False,False,New,False,DETE
250,Contract Expired,2012,2011.0,Teacher Aide,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,46-50,True,False,False,False,New,False,DETE
251,Resignation,2013,2006.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,True,False,False,False,Male,26-30,False,False,False,False,Established,True,DETE
252,Retirement,2012,1989.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,True,Veteran,False,DETE
253,Retirement,2012,2011.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,New,True,DETE
254,Retirement,2012,1996.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
255,Resignation,2012,2000.0,Teacher,Central Queensland,Permanent Part-time,False,True,False,True,False,False,False,False,False,Female,31-35,False,False,False,False,Veteran,True,DETE
256,Resignation,2012,2008.0,Cleaner,South East,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Experienced,True,DETE
257,Resignation,2012,2005.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Established,True,DETE
258,Resignation,2012,2012.0,Public Servant,Darling Downs South West,Temporary Part-time,False,False,False,False,False,False,False,False,True,Female,21-25,False,False,False,False,New,False,DETE
259,Resignation,2012,2007.0,Teacher,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,Experienced,True,DETE
260,Resignation,2012,2008.0,Schools Officer,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,41-45,False,False,False,False,Experienced,True,DETE
261,Retirement,2012,1996.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
262,Retirement,2012,2011.0,Schools Officer,Central Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,Male,56-60,False,False,False,False,New,False,DETE
263,Resignation,2013,2011.0,Teacher,South East,Permanent Full-time,False,True,False,False,True,False,False,False,False,Male,36-40,False,False,False,False,New,True,DETE
264,Resignation,2013,2009.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,21-25,False,False,False,False,Experienced,False,DETE
265,Resignation,2012,2011.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,20 or younger,True,False,False,False,New,False,DETE
266,Retirement,2012,2007.0,Schools Officer,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Experienced,False,DETE
267,Retirement,2013,1989.0,Cleaner,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
268,Resignation,2012,2011.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,36-40,False,False,False,False,New,False,DETE
269,Resignation,2012,2011.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,True,True,True,False,False,False,Female,31-35,False,False,False,False,New,False,DETE
270,Resignation,2012,2010.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,New,False,DETE
271,Retirement,2012,1981.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
272,Termination,2012,1970.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
273,Retirement,2012,1972.0,Head of Curriculum/Head of Special Education,Metropolitan,Permanent Full-time,False,False,False,False,False,False,True,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
274,Resignation,2012,1991.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
275,Resignation,2013,2011.0,Public Servant,Not Stated,Temporary Part-time,False,True,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,New,False,DETE
276,Other,2012,2001.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,True,Veteran,False,DETE
277,Retirement,2012,1986.0,Teacher Aide,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
278,Retirement,2012,1992.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
279,Retirement,2012,2009.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,31-35,False,False,False,False,Experienced,False,DETE
280,Resignation,2012,1992.0,Cleaner,Not Stated,Permanent Part-time,False,False,True,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
281,Retirement,2012,1997.0,Cleaner,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,False,DETE
282,Retirement,2013,1978.0,Teacher,Metropolitan,Permanent Full-time,False,False,True,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
283,Retirement,2012,2003.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,Established,True,DETE
284,Resignation,2012,2007.0,Teacher,North Coast,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,Experienced,True,DETE
285,Resignation,2012,2007.0,Teacher,North Coast,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,Experienced,True,DETE
286,Resignation,2012,2012.0,Cleaner,Not Stated,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,New,False,DETE
287,Resignation,2012,2012.0,Teacher Aide,Not Stated,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,New,False,DETE
288,Retirement,2012,2003.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Established,False,DETE
290,Retirement,2012,1974.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
291,Retirement,2013,1994.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
293,Retirement,2013,1983.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
295,Retirement,2013,1992.0,Professional Officer,South East,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,Veteran,False,DETE
296,Resignation,2012,1980.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,True,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
297,Resignation,2012,2006.0,Technical Officer,North Coast,Permanent Part-time,False,True,False,False,False,False,False,False,False,Male,41-45,False,False,False,False,Experienced,False,DETE
298,Retirement,2012,1997.0,Teacher Aide,Darling Downs South West,Permanent Full-time,False,False,False,False,False,True,False,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
299,Other,2013,2012.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,True,True,False,Female,21-25,False,False,False,False,New,False,DETE
300,Retirement,2012,1990.0,Public Servant,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
301,Resignation,2012,1996.0,Teacher,Darling Downs South West,Permanent Part-time,False,True,False,False,False,True,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
303,Retirement,2013,1988.0,Cleaner,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
304,Resignation,2012,2005.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Established,True,DETE
305,Resignation,2013,2009.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,True,False,False,False,False,Male,46-50,False,False,False,False,Experienced,False,DETE
306,Contract Expired,2012,2011.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,True,Male,41-45,False,False,False,False,New,False,DETE
307,Contract Expired,2012,2011.0,Public Servant,Central Office,Casual,False,False,False,False,False,False,False,False,True,Male,21-25,False,False,False,False,New,False,DETE
308,Retirement,2012,2007.0,Cleaner,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Experienced,False,DETE
309,Retirement,2013,1988.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
310,Retirement,2012,1988.0,Teacher,South East,Permanent Full-time,False,False,True,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
311,Retirement,2013,1972.0,Guidance Officer,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
312,Resignation,2013,2001.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,36-40,False,False,False,False,Veteran,True,DETE
313,Resignation,2013,1999.0,Teacher,North Coast,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,36-40,False,False,False,False,Veteran,True,DETE
314,Retirement,2013,1969.0,Guidance Officer,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
315,Resignation,2013,2001.0,Teacher,Not Stated,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,Veteran,False,DETE
318,Resignation,2012,1989.0,Teacher,Metropolitan,Permanent Full-time,False,True,True,False,False,False,False,False,False,Male,41-45,False,False,False,False,Veteran,False,DETE
319,Resignation,2012,2012.0,School Administrative Staff,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,New,True,DETE
320,Retirement,2013,1979.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
321,Resignation,2012,2011.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,New,True,DETE
322,Retirement,2013,1987.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
323,Resignation,2013,2007.0,Teacher,Metropolitan,Permanent Full-time,False,True,False,False,False,False,False,False,False,Male,26-30,False,False,False,False,Experienced,True,DETE
324,Retirement,2012,2000.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
325,Resignation,2012,2011.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,True,False,False,False,Female,21-25,False,False,False,False,New,False,DETE
326,Resignation,2012,2000.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,46-50,False,False,False,False,Veteran,False,DETE
327,Resignation,2012,2008.0,Cleaner,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,True,Experienced,False,DETE
328,Retirement,2012,1975.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
329,Retirement,2013,1973.0,Teacher,South East,Permanent Full-time,False,False,False,True,True,False,False,False,False,Female,56-60,False,False,False,False,Veteran,False,DETE
330,Retirement,2013,1971.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
331,Retirement,2012,1973.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
332,Retirement,2012,1995.0,School Principal,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
333,Resignation,2012,2011.0,Cleaner,Not Stated,Permanent Full-time,False,False,True,False,True,False,False,False,False,Female,21-25,False,False,False,False,New,True,DETE
334,Resignation,2012,2012.0,School Administrative Staff,South East,Temporary Part-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,New,True,DETE
335,Retirement,2013,1979.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
336,Contract Expired,2012,2012.0,Teacher,Far North Queensland,Temporary Full-time,False,False,False,False,False,False,False,False,True,Female,21-25,False,False,False,False,New,False,DETE
338,Retirement,2013,1988.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,51-55,False,False,False,True,Veteran,False,DETE
339,Retirement,2012,1984.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
341,Resignation,2013,2005.0,Teacher,North Coast,Permanent Full-time,False,False,False,True,False,False,False,False,False,Male,26-30,False,False,False,False,Established,True,DETE
342,Retirement,2013,1972.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
343,Retirement,2012,1999.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
345,Retirement,2013,1981.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
346,Resignation,2012,1988.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,True,DETE
348,Resignation,2012,2008.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,36-40,False,False,False,True,Experienced,False,DETE
349,Resignation,2013,1980.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
351,Retirement,2013,1974.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
352,Retirement,2012,1986.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
354,Other,2012,2004.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Established,False,DETE
355,Resignation,2013,2007.0,Teacher,Metropolitan,Permanent Full-time,False,True,False,False,True,False,False,False,False,Male,26-30,False,False,False,False,Experienced,True,DETE
356,Resignation,2013,1992.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
357,Resignation,2013,2003.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,True,False,False,False,Female,31-35,False,False,False,False,Established,False,DETE
358,Retirement,2013,1978.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,Veteran,False,DETE
359,Retirement,2013,1975.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
360,Retirement,2013,1990.0,Public Servant,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
361,Contract Expired,2012,2006.0,Teacher Aide,South East,Temporary Part-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Experienced,True,DETE
362,Retirement,2013,1975.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
363,Retirement,2013,1994.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
364,Retirement,2013,1984.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
367,Resignation,2013,2010.0,Teacher,South East,Permanent Full-time,False,True,False,False,False,False,False,False,False,Male,21-25,False,False,False,False,Experienced,True,DETE
368,Resignation,2013,2012.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,True,True,False,False,False,Female,21-25,False,False,False,False,New,True,DETE
369,Retirement,2013,1994.0,Teacher Aide,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
370,Retirement,2013,1970.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,Veteran,False,DETE
371,Contract Expired,2012,2012.0,Teacher,Darling Downs South West,Temporary Full-time,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,New,False,DETE
372,Resignation,2012,2012.0,Teacher Aide,Central Queensland,Permanent Full-time,False,False,False,False,False,True,False,False,False,Female,36-40,False,False,False,False,New,False,DETE
374,Retirement,2012,1988.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
375,Resignation,2012,1992.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,True,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,False,DETE
376,Resignation,2012,1999.0,Teacher Aide,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
377,Resignation,2012,2007.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,46-50,False,False,False,False,Experienced,False,DETE
378,Resignation,2012,1990.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
379,Retirement,2013,1975.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,True,Veteran,True,DETE
