age,career_move_to_private_sector,career_move_to_public_sector,cease_date,dissatisfaction,employment_status,gender,id,ill_health,institute,institute_service,maternity/family,none_of_the_above,position,separation_type,study/travel
36-40,True,False,2013,True,Permanent Full-time,Male,263.0,False,DETE,New,False,False,Teacher,Resignation,False
21-25,False,False,2013,False,Permanent Full-time,Female,264.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
20 or younger,False,False,2012,False,Permanent Part-time,Female,265.0,False,DETE,New,True,False,School Administrative Staff,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Male,266.0,False,DETE,Experienced,False,True,Schools Officer,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Female,267.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
36-40,False,False,2012,False,Permanent Part-time,Female,268.0,False,DETE,New,True,False,Cleaner,Resignation,False
31-35,False,False,2012,False,Permanent Full-time,Female,269.0,False,DETE,New,True,False,Teacher,Resignation,True
26-30,False,False,2012,False,Permanent Full-time,Female,270.0,False,DETE,New,False,True,Teacher,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Female,271.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
61 or older,False,False,2012,True,Permanent Full-time,Male,272.0,False,DETE,Veteran,False,False,Public Servant,Termination,False
61 or older,False,False,2012,True,Permanent Full-time,Male,273.0,True,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
56-60,False,False,2012,False,Permanent Part-time,Female,274.0,False,DETE,Veteran,False,True,Teacher,Resignation,False
36-40,True,False,2013,False,Temporary Part-time,Female,275.0,False,DETE,New,False,False,Public Servant,Resignation,False
51-55,False,False,2012,False,Permanent Full-time,Female,276.0,False,DETE,Veteran,False,True,Public Servant,Other,False
61 or older,False,False,2012,True,Permanent Part-time,Female,277.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
56-60,False,False,2012,True,Permanent Part-time,Female,278.0,False,DETE,Veteran,False,False,School Administrative Staff,Retirement,False
31-35,False,False,2012,False,Permanent Full-time,Female,279.0,False,DETE,Experienced,False,True,Public Servant,Retirement,False
61 or older,False,False,2012,True,Permanent Part-time,Female,280.0,True,DETE,Veteran,False,False,Cleaner,Resignation,False
51-55,False,False,2012,False,Permanent Full-time,Female,281.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
51-55,False,False,2013,True,Permanent Full-time,Female,282.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
26-30,True,False,2012,True,Permanent Full-time,Female,283.0,False,DETE,Established,False,False,Public Servant,Retirement,False
26-30,True,False,2012,True,Permanent Full-time,Female,284.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
31-35,True,False,2012,True,Permanent Full-time,Female,285.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
61 or older,False,False,2012,False,Permanent Full-time,Female,286.0,False,DETE,New,False,False,Cleaner,Resignation,False
36-40,True,False,2012,False,Permanent Part-time,Female,287.0,False,DETE,New,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2012,False,Permanent Full-time,Male,288.0,False,DETE,Established,False,True,Cleaner,Retirement,False
61 or older,False,False,2012,True,Permanent Part-time,Female,290.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Male,291.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,293.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Male,295.0,False,DETE,Veteran,False,True,Professional Officer,Retirement,False
51-55,False,False,2012,True,Permanent Full-time,Female,296.0,False,DETE,Veteran,False,False,Teacher,Resignation,True
41-45,True,False,2012,False,Permanent Part-time,Male,297.0,False,DETE,Experienced,False,False,Technical Officer,Resignation,False
61 or older,False,False,2012,False,Permanent Full-time,Female,298.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,True
21-25,False,False,2013,False,Permanent Full-time,Female,299.0,True,DETE,New,False,False,Teacher,Other,False
56-60,False,False,2012,False,Permanent Full-time,Female,300.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
51-55,True,False,2012,True,Permanent Part-time,Female,301.0,False,DETE,Veteran,False,False,Teacher,Resignation,True
56-60,False,False,2013,True,Permanent Full-time,Female,303.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
51-55,False,False,2012,True,Permanent Part-time,Male,304.0,False,DETE,Established,False,False,Cleaner,Resignation,False
46-50,False,False,2013,False,Permanent Full-time,Male,305.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
41-45,False,False,2012,False,Temporary Full-time,Male,306.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
21-25,False,False,2012,False,Casual,Male,307.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
61 or older,False,False,2012,False,Permanent Full-time,Female,308.0,False,DETE,Experienced,False,True,Cleaner,Retirement,False
51-55,False,False,2013,True,Permanent Full-time,Male,309.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2012,True,Permanent Full-time,Female,310.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Male,311.0,False,DETE,Veteran,False,True,Guidance Officer,Retirement,False
36-40,False,False,2013,True,Permanent Full-time,Male,312.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
36-40,False,False,2013,True,Permanent Part-time,Female,313.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,314.0,False,DETE,Veteran,False,True,Guidance Officer,Retirement,False
36-40,True,False,2013,False,Permanent Full-time,Female,315.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
41-45,True,False,2012,False,Permanent Full-time,Male,318.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
46-50,False,False,2012,True,Permanent Part-time,Female,319.0,False,DETE,New,False,False,School Administrative Staff,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Male,320.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
26-30,False,False,2012,True,Permanent Part-time,Female,321.0,False,DETE,New,False,False,Cleaner,Resignation,False
61 or older,False,False,2013,False,Permanent Full-time,Female,322.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
26-30,True,False,2013,True,Permanent Full-time,Male,323.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Male,324.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
21-25,False,False,2012,False,Permanent Part-time,Female,325.0,False,DETE,New,False,False,Teacher Aide,Resignation,True
46-50,False,False,2012,False,Permanent Part-time,Female,326.0,False,DETE,Veteran,False,True,Teacher Aide,Resignation,False
36-40,False,False,2012,False,Permanent Full-time,Female,327.0,False,DETE,Experienced,False,True,Cleaner,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Female,328.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,329.0,False,DETE,Veteran,True,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,330.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2012,False,Permanent Full-time,Female,331.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2012,True,Permanent Full-time,Female,332.0,False,DETE,Veteran,False,False,School Principal,Retirement,False
21-25,False,False,2012,True,Permanent Full-time,Female,333.0,False,DETE,New,False,False,Cleaner,Resignation,False
51-55,False,False,2012,True,Temporary Part-time,Female,334.0,False,DETE,New,False,False,School Administrative Staff,Resignation,False
51-55,False,False,2013,True,Permanent Full-time,Male,335.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
21-25,False,False,2012,False,Temporary Full-time,Female,336.0,False,DETE,New,False,True,Teacher,Contract Expired,False
51-55,False,False,2013,False,Permanent Full-time,Male,338.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2012,False,Permanent Part-time,Female,339.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
26-30,False,False,2013,True,Permanent Full-time,Male,341.0,False,DETE,Established,True,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Full-time,Female,342.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2012,False,Permanent Part-time,Female,343.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,345.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
41-45,False,False,2012,True,Permanent Full-time,Female,346.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
36-40,True,False,2012,False,Permanent Full-time,Female,348.0,False,DETE,Experienced,False,False,Head of Curriculum/Head of Special Education,Resignation,False
56-60,False,False,2013,True,Permanent Part-time,Male,349.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Part-time,Female,351.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2012,False,Permanent Part-time,Female,352.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
56-60,False,False,2012,False,Permanent Part-time,Female,354.0,False,DETE,Established,False,True,Teacher Aide,Other,False
26-30,True,False,2013,True,Permanent Full-time,Male,355.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
56-60,False,False,2013,False,Permanent Part-time,Female,356.0,False,DETE,Veteran,False,True,Teacher Aide,Resignation,False
31-35,False,False,2013,False,Permanent Part-time,Female,357.0,False,DETE,Established,False,False,Teacher,Resignation,True
56-60,False,False,2013,False,Permanent Full-time,Male,358.0,False,DETE,Veteran,False,True,Head of Curriculum/Head of Special Education,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,359.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,360.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
46-50,False,False,2012,True,Temporary Part-time,Female,361.0,False,DETE,Experienced,False,False,Teacher Aide,Contract Expired,False
56-60,False,False,2013,False,Permanent Full-time,Female,362.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Female,363.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Male,364.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
21-25,True,False,2013,True,Permanent Full-time,Male,367.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
21-25,False,False,2013,True,Permanent Full-time,Female,368.0,False,DETE,New,False,False,Teacher,Resignation,True
51-55,False,False,2013,False,Permanent Full-time,Female,369.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Male,370.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
26-30,False,False,2012,False,Temporary Full-time,Female,371.0,False,DETE,New,False,True,Teacher,Contract Expired,False
36-40,False,False,2012,False,Permanent Full-time,Female,372.0,False,DETE,New,False,False,Teacher Aide,Resignation,True
61 or older,False,False,2012,False,Permanent Full-time,Female,374.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
41-45,False,False,2012,False,Permanent Full-time,Female,375.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
46-50,False,False,2012,True,Permanent Full-time,Female,376.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
46-50,False,False,2012,False,Permanent Part-time,Female,377.0,False,DETE,Experienced,True,False,Teacher Aide,Resignation,False
46-50,False,False,2012,True,Permanent Part-time,Female,378.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
51-55,False,False,2013,True,Permanent Full-time,Male,379.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Female,381.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
26-30,True,False,2013,True,Permanent Full-time,Female,382.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
56-60,False,False,2012,True,Permanent Full-time,Male,383.0,True,DETE,Established,False,False,Public Servant,Retirement,False
56-60,False,False,2012,False,Permanent Full-time,Female,384.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
36-40,False,False,2013,True,Temporary Full-time,Male,385.0,False,DETE,New,False,False,Public Servant,Contract Expired,False
61 or older,False,False,2013,False,Permanent Full-time,Female,386.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
51-55,False,False,2013,False,Permanent Part-time,Male,387.0,True,DETE,Veteran,False,False,Guidance Officer,Retirement,False
51-55,False,False,2013,True,Permanent Full-time,Female,388.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
46-50,False,True,2013,False,Permanent Full-time,Female,389.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
46-50,False,True,2013,True,Permanent Full-time,Female,390.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
46-50,True,False,2013,False,Permanent Full-time,Female,391.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
31-35,True,False,2012,True,Permanent Full-time,Female,392.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Male,393.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
46-50,False,False,2012,False,Permanent Full-time,Male,394.0,False,DETE,Experienced,False,False,Teacher,Other,False
56-60,False,False,2013,False,Permanent Full-time,Male,395.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2013,False,Permanent Part-time,Male,396.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
51-55,False,False,2013,True,Permanent Part-time,Female,397.0,False,DETE,Veteran,False,False,Teacher,Retirement,True
61 or older,False,False,2013,False,Permanent Part-time,Female,398.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
41-45,False,False,2012,True,Permanent Part-time,Female,399.0,False,DETE,Veteran,True,False,Guidance Officer,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,401.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Female,402.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,403.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
46-50,False,False,2013,False,Permanent Part-time,Female,404.0,False,DETE,Experienced,True,False,Cleaner,Termination,False
51-55,False,False,2013,True,Permanent Full-time,Female,405.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Female,407.0,True,DETE,Veteran,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,False,Temporary Part-time,Male,408.0,False,DETE,New,False,False,Technical Officer,Resignation,False
26-30,True,False,2012,True,Permanent Full-time,Female,409.0,False,DETE,Experienced,True,False,Teacher,Resignation,False
26-30,False,False,2013,False,Permanent Full-time,Female,411.0,False,DETE,Experienced,False,True,Teacher,Resignation,False
41-45,False,False,2013,False,Permanent Full-time,Female,413.0,True,DETE,Experienced,False,False,Cleaner,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Female,414.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
41-45,False,True,2013,False,Permanent Full-time,Female,415.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
26-30,False,True,2013,False,Permanent Full-time,Male,416.0,False,DETE,New,False,False,Teacher,Resignation,False
61 or older,False,False,2012,False,Permanent Full-time,Female,417.0,True,DETE,Veteran,False,False,Teacher,Resignation,False
41-45,True,False,2013,True,Permanent Part-time,Female,418.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
41-45,False,False,2013,True,Temporary Part-time,Female,420.0,False,DETE,New,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Female,421.0,False,DETE,Veteran,True,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Male,422.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Male,423.0,False,DETE,Established,False,True,Cleaner,Retirement,False
31-35,False,False,2013,False,Permanent Full-time,Male,424.0,False,DETE,Experienced,False,False,Head of Curriculum/Head of Special Education,Resignation,False
51-55,False,False,2013,False,Permanent Part-time,Female,425.0,False,DETE,Veteran,False,True,Teacher Aide,Other,False
26-30,False,False,2013,True,Permanent Full-time,Male,426.0,False,DETE,Experienced,False,False,Teacher Aide,Other,False
46-50,False,False,2013,False,Permanent Full-time,Female,427.0,False,DETE,Experienced,False,False,Teacher Aide,Other,False
61 or older,False,False,2013,False,Permanent Part-time,Female,428.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,429.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,430.0,True,DETE,Veteran,False,False,Teacher Aide,Retirement,False
41-45,False,False,2012,True,Permanent Part-time,Female,431.0,False,DETE,Established,False,False,Teacher Aide,Other,False
61 or older,False,False,2013,False,Permanent Part-time,Male,432.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
26-30,False,False,2013,True,Permanent Full-time,Female,433.0,False,DETE,Experienced,False,False,Technical Officer,Resignation,False
46-50,False,False,2013,True,Permanent Part-time,Female,434.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
26-30,True,False,2013,True,Permanent Full-time,Female,435.0,False,DETE,Established,False,False,Head of Curriculum/Head of Special Education,Resignation,False
51-55,False,False,2013,False,Permanent Part-time,Female,436.0,False,DETE,Established,False,True,Cleaner,Retirement,False
46-50,False,False,2013,False,Permanent Part-time,Female,437.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
31-35,False,False,2013,True,Permanent Full-time,Female,438.0,True,DETE,Veteran,False,False,Teacher,Resignation,True
56-60,False,False,2012,True,Permanent Full-time,Female,440.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2012,True,Permanent Part-time,Female,441.0,False,DETE,Veteran,False,False,Guidance Officer,Retirement,False
31-35,False,False,2013,False,Permanent Part-time,Female,442.0,False,DETE,Experienced,False,True,Teacher Aide,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,444.0,False,DETE,Veteran,False,False,Deputy Principal,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,445.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2012,True,Permanent Part-time,Male,446.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,447.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
31-35,True,False,2012,True,Temporary Full-time,Male,448.0,False,DETE,New,False,False,Public Servant,Termination,False
61 or older,False,False,2013,False,Permanent Part-time,Female,449.0,True,DETE,Established,False,False,Cleaner,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,451.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
21-25,False,False,2013,False,Permanent Part-time,Female,452.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
41-45,False,False,2013,False,Permanent Full-time,Female,453.0,False,DETE,Veteran,False,True,Head of Curriculum/Head of Special Education,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,455.0,False,DETE,New,False,False,Public Servant,Resignation,False
26-30,False,False,2013,True,Permanent Full-time,Female,456.0,True,DETE,Experienced,False,False,Teacher,Other,False
21-25,False,False,2013,True,Permanent Full-time,Female,457.0,False,DETE,New,False,False,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,458.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,459.0,False,DETE,Veteran,False,False,Public Servant,Retirement,False
36-40,True,False,2012,False,Temporary Full-time,Female,460.0,False,DETE,New,False,False,Public Servant,Resignation,False
51-55,False,False,2013,False,Permanent Part-time,Female,461.0,False,DETE,Experienced,False,True,School Administrative Staff,Termination,False
51-55,True,False,2013,False,Permanent Part-time,Female,462.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
51-55,False,False,2013,False,Permanent Full-time,Female,463.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
41-45,False,False,2013,True,Permanent Part-time,Female,464.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
36-40,False,False,2013,True,Permanent Part-time,Female,465.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Part-time,Female,466.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
41-45,False,False,2013,True,Permanent Part-time,Female,467.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,469.0,True,DETE,Veteran,False,False,Cleaner,Retirement,False
21-25,True,False,2013,True,Permanent Full-time,Female,470.0,False,DETE,Experienced,False,False,Teacher,Other,False
46-50,False,False,2013,True,Permanent Full-time,Female,471.0,True,DETE,Veteran,False,False,Teacher,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Female,473.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
51-55,False,False,2013,True,Permanent Part-time,Female,474.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
61 or older,False,False,2013,True,Permanent Part-time,Female,475.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,476.0,True,DETE,Established,False,False,Cleaner,Retirement,False
51-55,False,False,2013,True,Casual,Male,477.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
46-50,False,False,2013,False,Permanent Full-time,Male,478.0,False,DETE,Established,False,True,Cleaner,Resignation,False
51-55,False,False,2013,False,Permanent Part-time,Female,479.0,False,DETE,Veteran,False,True,Teacher,Resignation,False
26-30,False,False,2013,True,Permanent Part-time,Female,480.0,False,DETE,New,True,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,481.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
41-45,False,False,2012,True,Permanent Part-time,Male,482.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
56-60,False,False,2013,False,Permanent Part-time,Female,483.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,484.0,False,DETE,Veteran,False,True,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,485.0,False,DETE,Veteran,False,False,Guidance Officer,Retirement,False
46-50,False,False,2012,False,Permanent Part-time,Female,486.0,False,DETE,Established,False,False,Teacher Aide,Resignation,False
41-45,False,False,2013,False,Permanent Part-time,Female,487.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Female,488.0,True,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,489.0,True,DETE,Veteran,False,False,Guidance Officer,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,491.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,492.0,True,DETE,Veteran,False,False,Professional Officer,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,493.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2013,False,Permanent Part-time,Female,494.0,False,DETE,Veteran,False,True,Teacher Aide,Other,False
56-60,True,False,2012,True,Permanent Part-time,Female,495.0,False,DETE,Veteran,False,False,Cleaner,Resignation,False
46-50,True,False,2013,False,Permanent Part-time,Female,496.0,False,DETE,New,False,False,Cleaner,Resignation,False
51-55,False,False,2013,True,Permanent Full-time,Male,497.0,True,DETE,New,False,False,Teacher,Retirement,False
36-40,False,False,2013,True,Permanent Full-time,Male,498.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
51-55,False,False,2013,True,Permanent Part-time,Male,499.0,False,DETE,Veteran,False,False,Public Servant,Retirement,False
26-30,False,False,2013,False,Temporary Full-time,Female,500.0,False,DETE,New,True,False,Public Servant,Resignation,False
31-35,True,False,2013,False,Permanent Full-time,Female,501.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
61 or older,False,False,2013,True,Permanent Part-time,Female,502.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,503.0,True,DETE,Veteran,False,False,School Principal,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Male,504.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
36-40,True,False,2013,False,Permanent Full-time,Male,505.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
46-50,False,False,2013,True,Permanent Full-time,Female,506.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
21-25,False,True,2013,True,Permanent Full-time,Female,507.0,True,DETE,Experienced,False,False,Public Servant,Resignation,False
46-50,False,False,2013,False,Permanent Full-time,Female,508.0,True,DETE,Veteran,False,False,Public Servant,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Male,510.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
36-40,False,False,2013,False,Permanent Part-time,Male,511.0,False,DETE,New,False,False,Other,Other,False
61 or older,False,False,2013,False,Permanent Full-time,Male,512.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2014,True,Permanent Part-time,Female,513.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,514.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Male,515.0,False,DETE,Established,False,True,Schools Officer,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,516.0,False,DETE,Veteran,False,False,Business Service Manager,Retirement,False
61 or older,False,False,2012,False,Permanent Part-time,Female,517.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
31-35,False,False,2010,False,Permanent Full-time,Female,518.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
56-60,False,False,2012,True,Permanent Full-time,Male,519.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,520.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2013,False,Permanent Part-time,Female,521.0,True,DETE,Veteran,False,False,Teacher Aide,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Male,522.0,False,DETE,Veteran,False,True,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Male,523.0,False,DETE,Veteran,False,False,Schools Officer,Retirement,False
56-60,False,False,2013,False,Permanent Part-time,Female,524.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2012,True,Permanent Full-time,Female,525.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,526.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,527.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2012,True,Permanent Part-time,Female,528.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2012,True,Permanent Part-time,Male,529.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,531.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,533.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
36-40,True,False,2013,False,Permanent Full-time,Male,534.0,False,DETE,Veteran,False,False,Public Servant,Resignation,False
56-60,False,False,2012,False,Permanent Part-time,Female,535.0,True,DETE,Experienced,False,False,Cleaner,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,536.0,False,DETE,Veteran,True,False,Teacher,Retirement,False
