ID,SeparationType,Cease Date,DETE Start Date,Position,Region,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,South Sea,Disability,NESB,institute_service
159,Resignation-Other employer,2012,2011.0,Public Servant,Central Office,Temporary Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,False,False,False,False,1.0
160,Age Retirement,2012,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,42.0
161,Resignation-Other reasons,2012,2003.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,9.0
162,Voluntary Early Retirement (VER),2012,1980.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,32.0
163,Other,2012,2007.0,Public Servant,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,5.0
164,Voluntary Early Retirement (VER),2012,1969.0,Professional Officer,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,43.0
165,Resignation-Other employer,2012,2005.0,Teacher Aide,Central Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,False,False,False,False,7.0
166,Voluntary Early Retirement (VER),2012,2005.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,26-30,True,False,False,False,7.0
167,Other,2012,1997.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,False,False,False,False,15.0
168,Other,2012,2004.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,8.0
169,Other,2012,2008.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,4.0
171,Other,2012,2009.0,Public Servant,Central Office,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,46-50,False,False,False,False,3.0
172,Voluntary Early Retirement (VER),2012,1987.0,Professional Officer,Central Office,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,False,False,False,False,25.0
173,Other,2012,1975.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,37.0
174,Other,2012,2002.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,10.0
175,Voluntary Early Retirement (VER),2012,2007.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,False,False,False,True,5.0
176,Voluntary Early Retirement (VER),2012,2005.0,Public Servant,Central Office,Permanent Part-time,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,7.0
177,Voluntary Early Retirement (VER),2012,2004.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,True,False,8.0
178,Voluntary Early Retirement (VER),2012,1997.0,Public Servant,Central Office,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,15.0
179,Voluntary Early Retirement (VER),2012,1996.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,41-45,True,False,False,False,16.0
180,Resignation-Other reasons,2012,2012.0,Cleaner,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,False,False,False,False,0.0
181,Voluntary Early Retirement (VER),2012,2010.0,Public Servant,Central Office,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,2.0
182,Voluntary Early Retirement (VER),2012,2006.0,Public Servant,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,31-35,False,True,False,False,6.0
183,Other,2012,2010.0,Professional Officer,Metropolitan,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,2.0
184,Resignation-Other reasons,2012,1998.0,Cleaner,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,True,False,False,14.0
185,Other,2012,2006.0,Public Servant,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,False,False,False,False,6.0
186,Resignation-Other reasons,2012,2005.0,Cleaner,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,31-35,False,False,False,False,7.0
187,Other,2012,1992.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,20.0
188,Voluntary Early Retirement (VER),2012,2007.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,5.0
189,Other,2012,2006.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,6.0
190,Resignation-Other employer,2012,2006.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,Female,41-45,True,False,False,False,6.0
191,Voluntary Early Retirement (VER),2012,1971.0,Public Servant,Central Office,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,41.0
192,Other,2012,1995.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,17.0
193,Resignation-Other reasons,2012,1995.0,Teacher Aide,Far North Queensland,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,False,False,False,False,17.0
194,Voluntary Early Retirement (VER),2012,2001.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,False,False,False,False,11.0
195,Age Retirement,2013,1963.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,50.0
196,Resignation-Other employer,2012,1989.0,Technical Officer,North Coast,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,23.0
198,Resignation-Other employer,2012,2005.0,Public Servant,South East,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,7.0
199,Ill Health Retirement,2012,1984.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,False,False,28.0
200,Age Retirement,2012,2003.0,Cleaner,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,9.0
201,Voluntary Early Retirement (VER),2012,1993.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,19.0
202,Voluntary Early Retirement (VER),2012,1991.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,21.0
203,Ill Health Retirement,2012,2003.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,Female,46-50,False,False,False,False,9.0
204,Other,2012,1974.0,Other,South East,Permanent Full-time,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,Female,61 or older,False,False,False,False,38.0
205,Resignation-Other employer,2012,2008.0,Public Servant,Central Office,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,False,False,False,False,4.0
206,Resignation-Other reasons,2012,2006.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,False,False,False,False,6.0
207,Termination,2012,1970.0,Public Servant,Central Office,Permanent Full-time,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,42.0
209,Age Retirement,2012,1993.0,Teacher Aide,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,19.0
210,Ill Health Retirement,2012,1996.0,Teacher,Central Office,Permanent Part-time,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,False,False,16.0
211,Resignation-Move overseas/interstate,2012,2007.0,Professional Officer,North Coast,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,False,False,False,False,5.0
212,Voluntary Early Retirement (VER),2012,1986.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,26.0
213,Resignation-Other reasons,2012,1986.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,False,False,False,False,26.0
215,Resignation-Other reasons,2012,1999.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,13.0
216,Termination,2012,1987.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,25.0
217,Age Retirement,2013,1979.0,Teacher,North Queensland,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,False,False,False,False,34.0
218,Voluntary Early Retirement (VER),2013,1995.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,True,18.0
219,Age Retirement,2012,1999.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,False,False,False,False,13.0
220,Age Retirement,2012,1999.0,Teacher,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,13.0
221,Ill Health Retirement,2012,2007.0,Cleaner,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,False,False,False,False,5.0
222,Age Retirement,2012,1977.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,35.0
223,Contract Expired,2012,2011.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,1.0
224,Resignation-Other reasons,2012,1996.0,Teacher,Metropolitan,Permanent Full-time,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,16.0
225,Resignation-Other reasons,2012,2009.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,36-40,False,False,False,False,3.0
226,Age Retirement,2012,1997.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,15.0
227,Contract Expired,2012,2010.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,2.0
228,Voluntary Early Retirement (VER),2012,1992.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Male,46-50,False,False,False,False,20.0
229,Resignation-Other reasons,2012,1994.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Male,56-60,False,False,False,False,18.0
230,Age Retirement,2012,2008.0,Teacher,Darling Downs South West,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,4.0
231,Voluntary Early Retirement (VER),2012,1995.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,17.0
232,Voluntary Early Retirement (VER),2012,1970.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Male,56-60,False,False,False,False,42.0
233,Other,2012,1979.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,33.0
234,Voluntary Early Retirement (VER),2012,1985.0,Public Servant,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,27.0
235,Age Retirement,2012,2000.0,Cleaner,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,12.0
236,Resignation-Move overseas/interstate,2012,2009.0,Technical Officer,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,21-25,False,False,False,False,3.0
237,Age Retirement,2012,1979.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,False,33.0
238,Age Retirement,2012,1994.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,18.0
239,Voluntary Early Retirement (VER),2012,1976.0,Public Servant,North Coast,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,36.0
240,Age Retirement,2012,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,42.0
241,Age Retirement,2013,1970.0,School Principal,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,43.0
242,Ill Health Retirement,2012,1993.0,Schools Officer,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,False,False,True,False,19.0
243,Age Retirement,2013,1980.0,Public Servant,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,33.0
244,Age Retirement,2012,1981.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,31.0
245,Voluntary Early Retirement (VER),2012,1967.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,45.0
246,Voluntary Early Retirement (VER),2012,1990.0,Public Servant,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,22.0
247,Voluntary Early Retirement (VER),2012,1975.0,Public Servant,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,True,37.0
248,Resignation-Move overseas/interstate,2013,2007.0,"School Based Professional Staff (Therapist, nurse, etc)",South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,26-30,False,False,False,False,6.0
249,Resignation-Move overseas/interstate,2012,2011.0,Teacher,Far North Queensland,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,31-35,False,False,False,False,1.0
250,Contract Expired,2012,2011.0,Teacher Aide,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,True,False,False,False,1.0
251,Resignation-Other reasons,2013,2006.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Male,26-30,False,False,False,False,7.0
252,Age Retirement,2012,1989.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,True,23.0
253,Age Retirement,2012,2011.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,False,False,False,False,1.0
254,Age Retirement,2012,1996.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,False,False,False,False,16.0
255,Resignation-Other reasons,2012,2000.0,Teacher,Central Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,31-35,False,False,False,False,12.0
256,Resignation-Other employer,2012,2008.0,Cleaner,South East,Permanent Part-time,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,4.0
257,Resignation-Move overseas/interstate,2012,2005.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,7.0
258,Resignation-Other reasons,2012,2012.0,Public Servant,Darling Downs South West,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,21-25,False,False,False,False,0.0
259,Resignation-Other employer,2012,2007.0,Teacher,Central Office,Permanent Full-time,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,5.0
260,Resignation-Move overseas/interstate,2012,2008.0,Schools Officer,Metropolitan,Permanent Full-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,41-45,False,False,False,False,4.0
261,Age Retirement,2012,1996.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,16.0
262,Ill Health Retirement,2012,2011.0,Schools Officer,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,False,False,False,False,1.0
263,Resignation-Move overseas/interstate,2013,2011.0,Teacher,South East,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Male,36-40,False,False,False,False,2.0
264,Resignation-Move overseas/interstate,2013,2009.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,21-25,False,False,False,False,4.0
265,Resignation-Other reasons,2012,2011.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,20 or younger,True,False,False,False,1.0
266,Age Retirement,2012,2007.0,Schools Officer,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,5.0
267,Age Retirement,2013,1989.0,Cleaner,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,24.0
268,Resignation-Other employer,2012,2011.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,1.0
269,Resignation-Move overseas/interstate,2012,2011.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,Female,31-35,False,False,False,False,1.0
270,Resignation-Other reasons,2012,2010.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,2.0
271,Age Retirement,2012,1981.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,31.0
272,Termination,2012,1970.0,Public Servant,Central Office,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,42.0
273,Ill Health Retirement,2012,1972.0,Head of Curriculum/Head of Special Education,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Male,61 or older,False,False,False,False,40.0
274,Resignation-Other reasons,2012,1991.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,21.0
275,Resignation-Other employer,2013,2011.0,Public Servant,Not Stated,Temporary Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,2.0
276,Other,2012,2001.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,True,11.0
277,Age Retirement,2012,1986.0,Teacher Aide,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,26.0
278,Voluntary Early Retirement (VER),2012,1992.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,20.0
279,Voluntary Early Retirement (VER),2012,2009.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,31-35,False,False,False,False,3.0
280,Resignation-Other reasons,2012,1992.0,Cleaner,Not Stated,Permanent Part-time,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,20.0
281,Age Retirement,2012,1997.0,Cleaner,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,15.0
282,Age Retirement,2013,1978.0,Teacher,Metropolitan,Permanent Full-time,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,35.0
283,Voluntary Early Retirement (VER),2012,2003.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,9.0
284,Resignation-Other employer,2012,2007.0,Teacher,North Coast,Permanent Full-time,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,5.0
285,Resignation-Other employer,2012,2007.0,Teacher,North Coast,Permanent Full-time,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,5.0
286,Resignation-Move overseas/interstate,2012,2012.0,Cleaner,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,61 or older,False,False,False,False,0.0
287,Resignation-Other employer,2012,2012.0,Teacher Aide,Not Stated,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,0.0
288,Age Retirement,2012,2003.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,9.0
290,Age Retirement,2012,1974.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,38.0
291,Age Retirement,2013,1994.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,False,False,False,False,19.0
293,Age Retirement,2013,1983.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,30.0
295,Voluntary Early Retirement (VER),2013,1992.0,Professional Officer,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,21.0
296,Resignation-Move overseas/interstate,2012,1980.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,51-55,False,False,False,False,32.0
297,Resignation-Other employer,2012,2006.0,Technical Officer,North Coast,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,False,False,False,False,6.0
298,Age Retirement,2012,1997.0,Teacher Aide,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,False,False,False,False,15.0
299,Other,2013,2012.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,21-25,False,False,False,False,1.0
300,Age Retirement,2012,1990.0,Public Servant,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,22.0
301,Resignation-Move overseas/interstate,2012,1996.0,Teacher,Darling Downs South West,Permanent Part-time,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,Female,51-55,False,False,False,False,16.0
303,Age Retirement,2013,1988.0,Cleaner,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,25.0
304,Resignation-Other reasons,2012,2005.0,Cleaner,South East,Permanent Part-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,7.0
305,Resignation-Other employer,2013,2009.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,46-50,False,False,False,False,4.0
306,Contract Expired,2012,2011.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,41-45,False,False,False,False,1.0
307,Contract Expired,2012,2011.0,Public Servant,Central Office,Casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,21-25,False,False,False,False,1.0
308,Age Retirement,2012,2007.0,Cleaner,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,5.0
309,Age Retirement,2013,1988.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,Male,51-55,False,False,False,False,25.0
